Longitude,Latitude,Time,Precipitation Anomaly
153.75E,28.75S,0000 16 Jul 2000,-51.9448
156.25E,28.75S,0000 16 Jul 2000,-8.974381
158.75E,28.75S,0000 16 Jul 2000,-14.23154
161.25E,28.75S,0000 16 Jul 2000,-6.980666
163.75E,28.75S,0000 16 Jul 2000,-0.7397554
166.25E,28.75S,0000 16 Jul 2000,2.229732
168.75E,28.75S,0000 16 Jul 2000,0.6481812
171.25E,28.75S,0000 16 Jul 2000,-0.6977377
173.75E,28.75S,0000 16 Jul 2000,-2.646598
176.25E,28.75S,0000 16 Jul 2000,-1.983198
178.75E,28.75S,0000 16 Jul 2000,5.090402
178.75W,28.75S,0000 16 Jul 2000,11.10808
176.25W,28.75S,0000 16 Jul 2000,7.980318
173.75W,28.75S,0000 16 Jul 2000,0.07571316
171.25W,28.75S,0000 16 Jul 2000,-3.037469
168.75W,28.75S,0000 16 Jul 2000,-2.568675
166.25W,28.75S,0000 16 Jul 2000,2.472237
163.75W,28.75S,0000 16 Jul 2000,15.55524
161.25W,28.75S,0000 16 Jul 2000,29.99741
158.75W,28.75S,0000 16 Jul 2000,51.20353
156.25W,28.75S,0000 16 Jul 2000,51.45818
153.75W,28.75S,0000 16 Jul 2000,44.81881
151.25W,28.75S,0000 16 Jul 2000,50.55444
148.75W,28.75S,0000 16 Jul 2000,40.21909
146.25W,28.75S,0000 16 Jul 2000,26.30023
143.75W,28.75S,0000 16 Jul 2000,13.53804
141.25W,28.75S,0000 16 Jul 2000,10.8219
138.75W,28.75S,0000 16 Jul 2000,18.99014
136.25W,28.75S,0000 16 Jul 2000,23.45856
133.75W,28.75S,0000 16 Jul 2000,31.07551
131.25W,28.75S,0000 16 Jul 2000,49.98621
128.75W,28.75S,0000 16 Jul 2000,56.19517
126.25W,28.75S,0000 16 Jul 2000,67.70107
123.75W,28.75S,0000 16 Jul 2000,71.62489
121.25W,28.75S,0000 16 Jul 2000,79.89864
118.75W,28.75S,0000 16 Jul 2000,70.04322
116.25W,28.75S,0000 16 Jul 2000,66.99928
113.75W,28.75S,0000 16 Jul 2000,60.05085
111.25W,28.75S,0000 16 Jul 2000,42.03816
108.75W,28.75S,0000 16 Jul 2000,32.81854
106.25W,28.75S,0000 16 Jul 2000,15.39389
103.75W,28.75S,0000 16 Jul 2000,0.9222682
101.25W,28.75S,0000 16 Jul 2000,-10.54853
98.75W,28.75S,0000 16 Jul 2000,-14.92346
96.25W,28.75S,0000 16 Jul 2000,-13.32047
93.75W,28.75S,0000 16 Jul 2000,-7.331822
91.25W,28.75S,0000 16 Jul 2000,-4.119697
88.75W,28.75S,0000 16 Jul 2000,-3.826981
86.25W,28.75S,0000 16 Jul 2000,-4.301382
83.75W,28.75S,0000 16 Jul 2000,-3.437203
81.25W,28.75S,0000 16 Jul 2000,-4.595655
78.75W,28.75S,0000 16 Jul 2000,-7.74711
76.25W,28.75S,0000 16 Jul 2000,-8.667775
73.75W,28.75S,0000 16 Jul 2000,-9.864111
71.25W,28.75S,0000 16 Jul 2000,-21.56567
68.75W,28.75S,0000 16 Jul 2000,-3.383981
66.25W,28.75S,0000 16 Jul 2000,3.867028
63.75W,28.75S,0000 16 Jul 2000,-2.041923
61.25W,28.75S,0000 16 Jul 2000,-11.57028
58.75W,28.75S,0000 16 Jul 2000,-15.1279
56.25W,28.75S,0000 16 Jul 2000,-30.75346
53.75W,28.75S,0000 16 Jul 2000,-30.9979
51.25W,28.75S,0000 16 Jul 2000,-27.04332
48.75W,28.75S,0000 16 Jul 2000,-15.7901
46.25W,28.75S,0000 16 Jul 2000,3.942428
43.75W,28.75S,0000 16 Jul 2000,9.970072
41.25W,28.75S,0000 16 Jul 2000,7.614516
38.75W,28.75S,0000 16 Jul 2000,8.920029
36.25W,28.75S,0000 16 Jul 2000,13.59705
33.75W,28.75S,0000 16 Jul 2000,9.064663
31.25W,28.75S,0000 16 Jul 2000,1.429319
28.75W,28.75S,0000 16 Jul 2000,-0.05964518
26.25W,28.75S,0000 16 Jul 2000,4.623203
23.75W,28.75S,0000 16 Jul 2000,9.225054
21.25W,28.75S,0000 16 Jul 2000,12.23891
18.75W,28.75S,0000 16 Jul 2000,15.82303
16.25W,28.75S,0000 16 Jul 2000,13.53464
13.75W,28.75S,0000 16 Jul 2000,6.36645
11.25W,28.75S,0000 16 Jul 2000,2.032869
8.75W,28.75S,0000 16 Jul 2000,0.3113079
6.25W,28.75S,0000 16 Jul 2000,-0.1590464
3.75W,28.75S,0000 16 Jul 2000,0.6696705
1.25W,28.75S,0000 16 Jul 2000,1.70714
1.25E,26.25S,0000 16 Jul 2000,1.280012
3.75E,26.25S,0000 16 Jul 2000,1.350268
6.25E,26.25S,0000 16 Jul 2000,1.824391
8.75E,26.25S,0000 16 Jul 2000,1.739041
11.25E,26.25S,0000 16 Jul 2000,0.04930243
13.75E,26.25S,0000 16 Jul 2000,-0.8379796
16.25E,26.25S,0000 16 Jul 2000,-1.896673
18.75E,26.25S,0000 16 Jul 2000,-1.583996
21.25E,26.25S,0000 16 Jul 2000,-1.917085
23.75E,26.25S,0000 16 Jul 2000,-1.632706
26.25E,26.25S,0000 16 Jul 2000,-0.7458041
28.75E,26.25S,0000 16 Jul 2000,-2.515428
31.25E,26.25S,0000 16 Jul 2000,-3.656099
33.75E,26.25S,0000 16 Jul 2000,-8.836898
36.25E,26.25S,0000 16 Jul 2000,0.1652992
38.75E,26.25S,0000 16 Jul 2000,3.145932
41.25E,26.25S,0000 16 Jul 2000,10.37537
43.75E,26.25S,0000 16 Jul 2000,262.2558
46.25E,26.25S,0000 16 Jul 2000,291.6583
48.75E,26.25S,0000 16 Jul 2000,25.82653
51.25E,26.25S,0000 16 Jul 2000,15.20468
53.75E,26.25S,0000 16 Jul 2000,9.342674
56.25E,26.25S,0000 16 Jul 2000,5.477748
58.75E,26.25S,0000 16 Jul 2000,2.857203
61.25E,26.25S,0000 16 Jul 2000,2.731036
63.75E,26.25S,0000 16 Jul 2000,2.033185
66.25E,26.25S,0000 16 Jul 2000,-0.2232407
68.75E,26.25S,0000 16 Jul 2000,0.003765702
71.25E,26.25S,0000 16 Jul 2000,2.161572
73.75E,26.25S,0000 16 Jul 2000,4.059455
76.25E,26.25S,0000 16 Jul 2000,5.256089
78.75E,26.25S,0000 16 Jul 2000,5.137512
81.25E,26.25S,0000 16 Jul 2000,5.360494
83.75E,26.25S,0000 16 Jul 2000,3.901458
86.25E,26.25S,0000 16 Jul 2000,2.114817
88.75E,26.25S,0000 16 Jul 2000,-0.2734846
91.25E,26.25S,0000 16 Jul 2000,0.1660013
93.75E,26.25S,0000 16 Jul 2000,-0.3201069
96.25E,26.25S,0000 16 Jul 2000,-2.692883
98.75E,26.25S,0000 16 Jul 2000,-4.395388
101.25E,26.25S,0000 16 Jul 2000,-4.208152
103.75E,26.25S,0000 16 Jul 2000,-5.288759
106.25E,26.25S,0000 16 Jul 2000,-6.026217
108.75E,26.25S,0000 16 Jul 2000,-2.913238
111.25E,26.25S,0000 16 Jul 2000,2.912617
113.75E,26.25S,0000 16 Jul 2000,-11.48509
116.25E,26.25S,0000 16 Jul 2000,-16.01174
118.75E,26.25S,0000 16 Jul 2000,-13.53459
121.25E,26.25S,0000 16 Jul 2000,-9.908315
123.75E,26.25S,0000 16 Jul 2000,-5.230983
126.25E,26.25S,0000 16 Jul 2000,-5.961847
128.75E,26.25S,0000 16 Jul 2000,-10.14089
131.25E,26.25S,0000 16 Jul 2000,-9.777265
133.75E,26.25S,0000 16 Jul 2000,-7.544317
136.25E,26.25S,0000 16 Jul 2000,-9.80804
138.75E,26.25S,0000 16 Jul 2000,-14.54145
141.25E,26.25S,0000 16 Jul 2000,-17.56071
143.75E,26.25S,0000 16 Jul 2000,-21.18109
146.25E,26.25S,0000 16 Jul 2000,-22.81227
148.75E,26.25S,0000 16 Jul 2000,-26.32403
151.25E,26.25S,0000 16 Jul 2000,-28.53853
153.75E,26.25S,0000 16 Jul 2000,-44.25787
156.25E,26.25S,0000 16 Jul 2000,-6.445707
158.75E,26.25S,0000 16 Jul 2000,-5.163617
161.25E,26.25S,0000 16 Jul 2000,-2.25121
163.75E,26.25S,0000 16 Jul 2000,-4.499375
166.25E,26.25S,0000 16 Jul 2000,-7.415492
168.75E,26.25S,0000 16 Jul 2000,-11.43729
171.25E,26.25S,0000 16 Jul 2000,-12.21809
173.75E,26.25S,0000 16 Jul 2000,-6.274037
176.25E,26.25S,0000 16 Jul 2000,-3.167491
178.75E,26.25S,0000 16 Jul 2000,-3.20826
178.75W,26.25S,0000 16 Jul 2000,-4.426603
176.25W,26.25S,0000 16 Jul 2000,-0.7386541
173.75W,26.25S,0000 16 Jul 2000,3.221653
171.25W,26.25S,0000 16 Jul 2000,1.027124
168.75W,26.25S,0000 16 Jul 2000,9.19518
166.25W,26.25S,0000 16 Jul 2000,28.69368
163.75W,26.25S,0000 16 Jul 2000,47.2306
161.25W,26.25S,0000 16 Jul 2000,56.12605
158.75W,26.25S,0000 16 Jul 2000,68.84863
156.25W,26.25S,0000 16 Jul 2000,62.23138
153.75W,26.25S,0000 16 Jul 2000,54.75451
151.25W,26.25S,0000 16 Jul 2000,60.1073
148.75W,26.25S,0000 16 Jul 2000,46.59976
146.25W,26.25S,0000 16 Jul 2000,40.28094
143.75W,26.25S,0000 16 Jul 2000,40.77214
141.25W,26.25S,0000 16 Jul 2000,42.94838
138.75W,26.25S,0000 16 Jul 2000,52.55136
136.25W,26.25S,0000 16 Jul 2000,60.57304
133.75W,26.25S,0000 16 Jul 2000,77.87598
131.25W,26.25S,0000 16 Jul 2000,87.43112
128.75W,26.25S,0000 16 Jul 2000,77.99768
126.25W,26.25S,0000 16 Jul 2000,67.94369
123.75W,26.25S,0000 16 Jul 2000,75.77989
121.25W,26.25S,0000 16 Jul 2000,76.92355
118.75W,26.25S,0000 16 Jul 2000,51.25525
116.25W,26.25S,0000 16 Jul 2000,51.34614
113.75W,26.25S,0000 16 Jul 2000,34.16476
111.25W,26.25S,0000 16 Jul 2000,15.48086
108.75W,26.25S,0000 16 Jul 2000,7.053061
106.25W,26.25S,0000 16 Jul 2000,0.5613446
103.75W,26.25S,0000 16 Jul 2000,-5.770342
101.25W,26.25S,0000 16 Jul 2000,-11.52807
98.75W,26.25S,0000 16 Jul 2000,-13.46158
96.25W,26.25S,0000 16 Jul 2000,-8.352246
93.75W,26.25S,0000 16 Jul 2000,-0.7182772
91.25W,26.25S,0000 16 Jul 2000,1.926447
88.75W,26.25S,0000 16 Jul 2000,1.810189
86.25W,26.25S,0000 16 Jul 2000,1.394576
83.75W,26.25S,0000 16 Jul 2000,-0.04322058
81.25W,26.25S,0000 16 Jul 2000,-2.39091
78.75W,26.25S,0000 16 Jul 2000,-4.201753
76.25W,26.25S,0000 16 Jul 2000,-4.302237
73.75W,26.25S,0000 16 Jul 2000,-4.828025
71.25W,26.25S,0000 16 Jul 2000,-3.037799
68.75W,26.25S,0000 16 Jul 2000,5.174472
66.25W,26.25S,0000 16 Jul 2000,6.439126
63.75W,26.25S,0000 16 Jul 2000,-0.4847884
61.25W,26.25S,0000 16 Jul 2000,-6.023532
58.75W,26.25S,0000 16 Jul 2000,-21.90104
56.25W,26.25S,0000 16 Jul 2000,-36.1748
53.75W,26.25S,0000 16 Jul 2000,0.2899849
51.25W,26.25S,0000 16 Jul 2000,7.237687
48.75W,26.25S,0000 16 Jul 2000,-40.69513
46.25W,26.25S,0000 16 Jul 2000,-0.7731996
43.75W,26.25S,0000 16 Jul 2000,10.48318
41.25W,26.25S,0000 16 Jul 2000,14.98732
38.75W,26.25S,0000 16 Jul 2000,19.71193
36.25W,26.25S,0000 16 Jul 2000,21.2932
33.75W,26.25S,0000 16 Jul 2000,13.4297
31.25W,26.25S,0000 16 Jul 2000,3.8801
28.75W,26.25S,0000 16 Jul 2000,2.30444
26.25W,26.25S,0000 16 Jul 2000,6.894147
23.75W,26.25S,0000 16 Jul 2000,9.323872
21.25W,26.25S,0000 16 Jul 2000,6.130323
18.75W,26.25S,0000 16 Jul 2000,5.976221
16.25W,26.25S,0000 16 Jul 2000,3.987225
13.75W,26.25S,0000 16 Jul 2000,1.322135
11.25W,26.25S,0000 16 Jul 2000,-0.4227121
8.75W,26.25S,0000 16 Jul 2000,-1.087654
6.25W,26.25S,0000 16 Jul 2000,-1.120577
3.75W,26.25S,0000 16 Jul 2000,-0.1144179
1.25W,26.25S,0000 16 Jul 2000,0.8443414
1.25E,23.75S,0000 16 Jul 2000,-0.4522353
3.75E,23.75S,0000 16 Jul 2000,-0.2715398
6.25E,23.75S,0000 16 Jul 2000,0.6063002
8.75E,23.75S,0000 16 Jul 2000,1.112149
11.25E,23.75S,0000 16 Jul 2000,0.06385064
13.75E,23.75S,0000 16 Jul 2000,-0.5490909
16.25E,23.75S,0000 16 Jul 2000,-0.5366421
18.75E,23.75S,0000 16 Jul 2000,-0.7112041
21.25E,23.75S,0000 16 Jul 2000,-0.7955693
23.75E,23.75S,0000 16 Jul 2000,0.6385145
26.25E,23.75S,0000 16 Jul 2000,1.837628
28.75E,23.75S,0000 16 Jul 2000,-2.213025
31.25E,23.75S,0000 16 Jul 2000,-3.198231
33.75E,23.75S,0000 16 Jul 2000,-21.33162
36.25E,23.75S,0000 16 Jul 2000,-21.39941
38.75E,23.75S,0000 16 Jul 2000,2.527226
41.25E,23.75S,0000 16 Jul 2000,6.66215
43.75E,23.75S,0000 16 Jul 2000,58.23932
46.25E,23.75S,0000 16 Jul 2000,187.4292
48.75E,23.75S,0000 16 Jul 2000,318.4194
51.25E,23.75S,0000 16 Jul 2000,16.55676
53.75E,23.75S,0000 16 Jul 2000,11.15312
56.25E,23.75S,0000 16 Jul 2000,3.149101
58.75E,23.75S,0000 16 Jul 2000,1.968435
61.25E,23.75S,0000 16 Jul 2000,3.161484
63.75E,23.75S,0000 16 Jul 2000,3.338275
66.25E,23.75S,0000 16 Jul 2000,1.270224
68.75E,23.75S,0000 16 Jul 2000,0.8378336
71.25E,23.75S,0000 16 Jul 2000,1.907511
73.75E,23.75S,0000 16 Jul 2000,6.430517
76.25E,23.75S,0000 16 Jul 2000,8.402873
78.75E,23.75S,0000 16 Jul 2000,7.394986
81.25E,23.75S,0000 16 Jul 2000,5.891179
83.75E,23.75S,0000 16 Jul 2000,3.681092
86.25E,23.75S,0000 16 Jul 2000,0.3773574
88.75E,23.75S,0000 16 Jul 2000,-1.544341
91.25E,23.75S,0000 16 Jul 2000,-0.3162081
93.75E,23.75S,0000 16 Jul 2000,-2.394469
96.25E,23.75S,0000 16 Jul 2000,-7.098133
98.75E,23.75S,0000 16 Jul 2000,-5.625981
101.25E,23.75S,0000 16 Jul 2000,-3.283242
103.75E,23.75S,0000 16 Jul 2000,-2.499606
106.25E,23.75S,0000 16 Jul 2000,-0.0274353
108.75E,23.75S,0000 16 Jul 2000,6.046654
111.25E,23.75S,0000 16 Jul 2000,10.89495
113.75E,23.75S,0000 16 Jul 2000,-13.08088
116.25E,23.75S,0000 16 Jul 2000,-13.79414
118.75E,23.75S,0000 16 Jul 2000,-11.22586
121.25E,23.75S,0000 16 Jul 2000,-8.539608
123.75E,23.75S,0000 16 Jul 2000,-7.332543
126.25E,23.75S,0000 16 Jul 2000,-7.141494
128.75E,23.75S,0000 16 Jul 2000,-8.223389
131.25E,23.75S,0000 16 Jul 2000,-9.067329
133.75E,23.75S,0000 16 Jul 2000,-9.292005
136.25E,23.75S,0000 16 Jul 2000,-9.247094
138.75E,23.75S,0000 16 Jul 2000,-10.14553
141.25E,23.75S,0000 16 Jul 2000,-11.73771
143.75E,23.75S,0000 16 Jul 2000,-19.03878
146.25E,23.75S,0000 16 Jul 2000,-22.4929
148.75E,23.75S,0000 16 Jul 2000,-19.74945
151.25E,23.75S,0000 16 Jul 2000,-22.79132
153.75E,23.75S,0000 16 Jul 2000,-6.305282
156.25E,23.75S,0000 16 Jul 2000,-0.9938608
158.75E,23.75S,0000 16 Jul 2000,-1.027678
161.25E,23.75S,0000 16 Jul 2000,-3.035932
163.75E,23.75S,0000 16 Jul 2000,-10.04709
166.25E,23.75S,0000 16 Jul 2000,-12.27039
168.75E,23.75S,0000 16 Jul 2000,-18.55626
171.25E,23.75S,0000 16 Jul 2000,-10.27425
173.75E,23.75S,0000 16 Jul 2000,-3.554956
176.25E,23.75S,0000 16 Jul 2000,2.320959
178.75E,23.75S,0000 16 Jul 2000,0.1583295
178.75W,23.75S,0000 16 Jul 2000,3.01265
176.25W,23.75S,0000 16 Jul 2000,14.25775
173.75W,23.75S,0000 16 Jul 2000,22.32947
171.25W,23.75S,0000 16 Jul 2000,27.6404
168.75W,23.75S,0000 16 Jul 2000,41.98055
166.25W,23.75S,0000 16 Jul 2000,77.05528
163.75W,23.75S,0000 16 Jul 2000,78.61763
161.25W,23.75S,0000 16 Jul 2000,86.54769
158.75W,23.75S,0000 16 Jul 2000,84.61284
156.25W,23.75S,0000 16 Jul 2000,71.76892
153.75W,23.75S,0000 16 Jul 2000,84.29504
151.25W,23.75S,0000 16 Jul 2000,74.7729
148.75W,23.75S,0000 16 Jul 2000,70.01786
146.25W,23.75S,0000 16 Jul 2000,69.07404
143.75W,23.75S,0000 16 Jul 2000,71.43937
141.25W,23.75S,0000 16 Jul 2000,64.69536
138.75W,23.75S,0000 16 Jul 2000,63.18896
136.25W,23.75S,0000 16 Jul 2000,71.20921
133.75W,23.75S,0000 16 Jul 2000,59.94172
131.25W,23.75S,0000 16 Jul 2000,56.50193
128.75W,23.75S,0000 16 Jul 2000,45.01608
126.25W,23.75S,0000 16 Jul 2000,39.28857
123.75W,23.75S,0000 16 Jul 2000,50.35093
121.25W,23.75S,0000 16 Jul 2000,42.28129
118.75W,23.75S,0000 16 Jul 2000,23.50017
116.25W,23.75S,0000 16 Jul 2000,15.97405
113.75W,23.75S,0000 16 Jul 2000,8.459785
111.25W,23.75S,0000 16 Jul 2000,-1.596946
108.75W,23.75S,0000 16 Jul 2000,-1.730442
106.25W,23.75S,0000 16 Jul 2000,-1.801595
103.75W,23.75S,0000 16 Jul 2000,-3.620455
101.25W,23.75S,0000 16 Jul 2000,-5.390484
98.75W,23.75S,0000 16 Jul 2000,-4.082982
96.25W,23.75S,0000 16 Jul 2000,-0.8593044
93.75W,23.75S,0000 16 Jul 2000,1.976868
91.25W,23.75S,0000 16 Jul 2000,3.636188
88.75W,23.75S,0000 16 Jul 2000,3.041836
86.25W,23.75S,0000 16 Jul 2000,1.594704
83.75W,23.75S,0000 16 Jul 2000,0.003995746
81.25W,23.75S,0000 16 Jul 2000,-1.309454
78.75W,23.75S,0000 16 Jul 2000,-1.462298
76.25W,23.75S,0000 16 Jul 2000,-2.173972
73.75W,23.75S,0000 16 Jul 2000,-3.737147
71.25W,23.75S,0000 16 Jul 2000,-0.7998781
68.75W,23.75S,0000 16 Jul 2000,-0.198604
66.25W,23.75S,0000 16 Jul 2000,5.836316
63.75W,23.75S,0000 16 Jul 2000,2.745773
61.25W,23.75S,0000 16 Jul 2000,-3.682613
58.75W,23.75S,0000 16 Jul 2000,-9.39262
56.25W,23.75S,0000 16 Jul 2000,-14.35166
53.75W,23.75S,0000 16 Jul 2000,6.116901
51.25W,23.75S,0000 16 Jul 2000,21.39577
48.75W,23.75S,0000 16 Jul 2000,-14.82955
46.25W,23.75S,0000 16 Jul 2000,1.061791
43.75W,23.75S,0000 16 Jul 2000,2.991693
41.25W,23.75S,0000 16 Jul 2000,-24.55263
38.75W,23.75S,0000 16 Jul 2000,25.85074
36.25W,23.75S,0000 16 Jul 2000,25.76112
33.75W,23.75S,0000 16 Jul 2000,15.65338
31.25W,23.75S,0000 16 Jul 2000,8.017975
28.75W,23.75S,0000 16 Jul 2000,8.867593
26.25W,23.75S,0000 16 Jul 2000,8.442509
23.75W,23.75S,0000 16 Jul 2000,5.695046
21.25W,23.75S,0000 16 Jul 2000,2.979299
18.75W,23.75S,0000 16 Jul 2000,1.480061
16.25W,23.75S,0000 16 Jul 2000,0.5878856
13.75W,23.75S,0000 16 Jul 2000,-0.4276677
11.25W,23.75S,0000 16 Jul 2000,-0.7110045
8.75W,23.75S,0000 16 Jul 2000,-0.9851672
6.25W,23.75S,0000 16 Jul 2000,-1.248789
3.75W,23.75S,0000 16 Jul 2000,-1.077567
1.25W,23.75S,0000 16 Jul 2000,-0.821034
1.25E,21.25S,0000 16 Jul 2000,-1.694913
3.75E,21.25S,0000 16 Jul 2000,-1.687389
6.25E,21.25S,0000 16 Jul 2000,-0.5313502
8.75E,21.25S,0000 16 Jul 2000,-1.566015
11.25E,21.25S,0000 16 Jul 2000,-1.682591
13.75E,21.25S,0000 16 Jul 2000,-0.1278649
16.25E,21.25S,0000 16 Jul 2000,-0.3066896
18.75E,21.25S,0000 16 Jul 2000,0.4305131
21.25E,21.25S,0000 16 Jul 2000,0.4908512
23.75E,21.25S,0000 16 Jul 2000,0.7885079
26.25E,21.25S,0000 16 Jul 2000,1.465739
28.75E,21.25S,0000 16 Jul 2000,0.01837882
31.25E,21.25S,0000 16 Jul 2000,6.572725
33.75E,21.25S,0000 16 Jul 2000,-18.31651
36.25E,21.25S,0000 16 Jul 2000,-19.05148
38.75E,21.25S,0000 16 Jul 2000,3.142642
41.25E,21.25S,0000 16 Jul 2000,5.633847
43.75E,21.25S,0000 16 Jul 2000,1.151107
46.25E,21.25S,0000 16 Jul 2000,38.63306
48.75E,21.25S,0000 16 Jul 2000,109.4696
51.25E,21.25S,0000 16 Jul 2000,11.79501
53.75E,21.25S,0000 16 Jul 2000,5.249356
56.25E,21.25S,0000 16 Jul 2000,2.412603
58.75E,21.25S,0000 16 Jul 2000,3.033131
61.25E,21.25S,0000 16 Jul 2000,4.968722
63.75E,21.25S,0000 16 Jul 2000,5.503228
66.25E,21.25S,0000 16 Jul 2000,-2.036136
68.75E,21.25S,0000 16 Jul 2000,-1.939654
71.25E,21.25S,0000 16 Jul 2000,-0.3166405
73.75E,21.25S,0000 16 Jul 2000,2.636457
76.25E,21.25S,0000 16 Jul 2000,3.970635
78.75E,21.25S,0000 16 Jul 2000,2.539602
81.25E,21.25S,0000 16 Jul 2000,1.62921
83.75E,21.25S,0000 16 Jul 2000,0.1330782
86.25E,21.25S,0000 16 Jul 2000,4.7548
88.75E,21.25S,0000 16 Jul 2000,0.6837096
91.25E,21.25S,0000 16 Jul 2000,-0.8754888
93.75E,21.25S,0000 16 Jul 2000,-1.223279
96.25E,21.25S,0000 16 Jul 2000,1.1393
98.75E,21.25S,0000 16 Jul 2000,6.239824
101.25E,21.25S,0000 16 Jul 2000,10.37754
103.75E,21.25S,0000 16 Jul 2000,14.82343
106.25E,21.25S,0000 16 Jul 2000,16.64337
108.75E,21.25S,0000 16 Jul 2000,14.61903
111.25E,21.25S,0000 16 Jul 2000,9.258731
113.75E,21.25S,0000 16 Jul 2000,-14.80765
116.25E,21.25S,0000 16 Jul 2000,-12.71466
118.75E,21.25S,0000 16 Jul 2000,-11.88136
121.25E,21.25S,0000 16 Jul 2000,-8.663157
123.75E,21.25S,0000 16 Jul 2000,-6.26868
126.25E,21.25S,0000 16 Jul 2000,-5.786397
128.75E,21.25S,0000 16 Jul 2000,-5.606751
131.25E,21.25S,0000 16 Jul 2000,-5.496203
133.75E,21.25S,0000 16 Jul 2000,-5.745659
136.25E,21.25S,0000 16 Jul 2000,-5.843609
138.75E,21.25S,0000 16 Jul 2000,-6.887989
141.25E,21.25S,0000 16 Jul 2000,-9.063458
143.75E,21.25S,0000 16 Jul 2000,-13.12204
146.25E,21.25S,0000 16 Jul 2000,-17.28538
148.75E,21.25S,0000 16 Jul 2000,-23.84361
151.25E,21.25S,0000 16 Jul 2000,-3.841968
153.75E,21.25S,0000 16 Jul 2000,0.4498998
156.25E,21.25S,0000 16 Jul 2000,2.037182
158.75E,21.25S,0000 16 Jul 2000,-6.298191
161.25E,21.25S,0000 16 Jul 2000,-11.21774
163.75E,21.25S,0000 16 Jul 2000,-9.439976
166.25E,21.25S,0000 16 Jul 2000,-11.29562
168.75E,21.25S,0000 16 Jul 2000,-11.71555
171.25E,21.25S,0000 16 Jul 2000,3.688422
173.75E,21.25S,0000 16 Jul 2000,8.6162
176.25E,21.25S,0000 16 Jul 2000,21.15503
178.75E,21.25S,0000 16 Jul 2000,27.92295
178.75W,21.25S,0000 16 Jul 2000,29.5856
176.25W,21.25S,0000 16 Jul 2000,38.13013
173.75W,21.25S,0000 16 Jul 2000,51.68865
171.25W,21.25S,0000 16 Jul 2000,51.77138
168.75W,21.25S,0000 16 Jul 2000,70.82718
166.25W,21.25S,0000 16 Jul 2000,63.0691
163.75W,21.25S,0000 16 Jul 2000,57.82169
161.25W,21.25S,0000 16 Jul 2000,70.27533
158.75W,21.25S,0000 16 Jul 2000,55.1196
156.25W,21.25S,0000 16 Jul 2000,53.51143
153.75W,21.25S,0000 16 Jul 2000,48.80912
151.25W,21.25S,0000 16 Jul 2000,54.51194
148.75W,21.25S,0000 16 Jul 2000,68.70033
146.25W,21.25S,0000 16 Jul 2000,61.56028
143.75W,21.25S,0000 16 Jul 2000,48.55471
141.25W,21.25S,0000 16 Jul 2000,50.47414
138.75W,21.25S,0000 16 Jul 2000,43.43909
136.25W,21.25S,0000 16 Jul 2000,31.09219
133.75W,21.25S,0000 16 Jul 2000,25.73006
131.25W,21.25S,0000 16 Jul 2000,22.93344
128.75W,21.25S,0000 16 Jul 2000,13.59184
126.25W,21.25S,0000 16 Jul 2000,11.29186
123.75W,21.25S,0000 16 Jul 2000,7.809505
121.25W,21.25S,0000 16 Jul 2000,5.338192
118.75W,21.25S,0000 16 Jul 2000,1.052745
116.25W,21.25S,0000 16 Jul 2000,-2.160697
113.75W,21.25S,0000 16 Jul 2000,-4.27568
111.25W,21.25S,0000 16 Jul 2000,-2.408708
108.75W,21.25S,0000 16 Jul 2000,-1.281453
106.25W,21.25S,0000 16 Jul 2000,-0.9556587
103.75W,21.25S,0000 16 Jul 2000,-0.5184908
101.25W,21.25S,0000 16 Jul 2000,-0.8756976
98.75W,21.25S,0000 16 Jul 2000,-0.270215
96.25W,21.25S,0000 16 Jul 2000,0.6624975
93.75W,21.25S,0000 16 Jul 2000,1.835274
91.25W,21.25S,0000 16 Jul 2000,2.48544
88.75W,21.25S,0000 16 Jul 2000,2.11236
86.25W,21.25S,0000 16 Jul 2000,1.597717
83.75W,21.25S,0000 16 Jul 2000,0.72953
81.25W,21.25S,0000 16 Jul 2000,-0.06982625
78.75W,21.25S,0000 16 Jul 2000,-0.2731501
76.25W,21.25S,0000 16 Jul 2000,-1.024568
73.75W,21.25S,0000 16 Jul 2000,-1.042048
71.25W,21.25S,0000 16 Jul 2000,-0.1862507
68.75W,21.25S,0000 16 Jul 2000,-0.176152
66.25W,21.25S,0000 16 Jul 2000,1.91063
63.75W,21.25S,0000 16 Jul 2000,-3.362236
61.25W,21.25S,0000 16 Jul 2000,-1.276909
58.75W,21.25S,0000 16 Jul 2000,1.240235
56.25W,21.25S,0000 16 Jul 2000,7.553869
53.75W,21.25S,0000 16 Jul 2000,14.57848
51.25W,21.25S,0000 16 Jul 2000,19.55081
48.75W,21.25S,0000 16 Jul 2000,9.590199
46.25W,21.25S,0000 16 Jul 2000,-0.6254761
43.75W,21.25S,0000 16 Jul 2000,-3.617295
41.25W,21.25S,0000 16 Jul 2000,-19.06545
38.75W,21.25S,0000 16 Jul 2000,24.723
36.25W,21.25S,0000 16 Jul 2000,19.53359
33.75W,21.25S,0000 16 Jul 2000,12.09319
31.25W,21.25S,0000 16 Jul 2000,10.45539
28.75W,21.25S,0000 16 Jul 2000,7.695743
26.25W,21.25S,0000 16 Jul 2000,4.686858
23.75W,21.25S,0000 16 Jul 2000,3.607347
